zone_level,zone_code,zone_name,web_supercategory,web_category,display_label,n_locales,n_events,event_rate,duration_median_months,survival_12m,survival_24m,supported_for_stats,confidence_tier,rank_within_zone_24m
district,14.0,Moratalaz,Retail especializado,Hogar y reformas,Material electrico,4,1,0.25,135.0,1.0,1.0,False,low,57
district,14.0,Moratalaz,Servicios,Servicios profesionales,Tecnologia y software,4,0,0.0,135.0,1.0,1.0,False,low,58
district,14.0,Moratalaz,Servicios,Servicios profesionales,Telecomunicaciones,4,1,0.25,135.0,1.0,1.0,False,low,59
district,14.0,Moratalaz,Alimentacion,Supermercado y conveniencia,Alimentacion envasada,3,0,0.0,135.0,1.0,1.0,False,low,60
district,14.0,Moratalaz,Retail especializado,Hogar y decoracion,Colchoneria,3,0,0.0,135.0,1.0,1.0,False,low,61
district,14.0,Moratalaz,Alimentacion,Supermercado y conveniencia,Gran superficie alimentacion,3,1,0.3333333333333333,135.0,1.0,1.0,False,low,62
district,14.0,Moratalaz,Deporte y ocio,Fitness y deporte,Instalacion deportiva,3,0,0.0,135.0,1.0,1.0,False,low,63
district,14.0,Moratalaz,Retail especializado,Cultura y ocio,Libreria,3,0,0.0,135.0,1.0,1.0,False,low,64
district,14.0,Moratalaz,Servicios,Servicios profesionales,Servicios profesionales,3,2,0.6666666666666666,91.0,1.0,1.0,False,low,65
district,14.0,Moratalaz,Retail especializado,Cultura y ocio,Bicicletas,2,1,0.5,96.5,1.0,1.0,False,low,66
district,14.0,Moratalaz,Alimentacion,Alimentacion fresca,Carniceria y charcuteria,2,0,0.0,96.5,1.0,1.0,False,low,67
district,14.0,Moratalaz,Alimentacion,Alimentacion fresca,Casqueria,2,0,0.0,135.0,1.0,1.0,False,low,68
district,14.0,Moratalaz,Servicios,Servicios profesionales,Consultoria empresarial,2,0,0.0,135.0,1.0,1.0,False,low,69
district,14.0,Moratalaz,Hosteleria,Ocio nocturno,Discoteca,2,1,0.5,100.0,1.0,1.0,False,low,70
district,14.0,Moratalaz,Automocion,Servicios automocion,Gasolinera,2,0,0.0,62.5,1.0,1.0,False,low,71
district,14.0,Moratalaz,Retail especializado,Hogar y decoracion,Iluminacion,2,0,0.0,135.0,1.0,1.0,False,low,72
district,14.0,Moratalaz,Belleza y cuidado personal,Peluqueria y estetica,Instituto de belleza,2,0,0.0,135.0,1.0,1.0,False,low,73
district,14.0,Moratalaz,Salud y bienestar,Clinicas y consultas,Podologia,2,0,0.0,135.0,1.0,1.0,False,low,74
district,14.0,Moratalaz,Automocion,Venta y recambios,Recambios automovil,2,0,0.0,135.0,1.0,1.0,False,low,75
district,14.0,Moratalaz,Automocion,Taller y reparacion,Taller automovil,2,0,0.0,135.0,1.0,1.0,False,low,76
district,14.0,Moratalaz,Belleza y cuidado personal,Servicios personales,Tattoo y piercing,2,0,0.0,135.0,1.0,1.0,False,low,77
district,14.0,Moratalaz,Automocion,Taller y reparacion,Accesorios automovil,1,0,0.0,135.0,1.0,1.0,False,low,78
district,14.0,Moratalaz,Deporte y ocio,Ocio y entretenimiento,Celebraciones infantiles,1,0,0.0,135.0,1.0,1.0,False,low,79
district,14.0,Moratalaz,Alimentacion,Especialistas alimentacion,Congelados,1,0,0.0,135.0,1.0,1.0,False,low,80
district,14.0,Moratalaz,Retail especializado,Electronica y telecom,Electronica,1,0,0.0,135.0,1.0,1.0,False,low,81
district,14.0,Moratalaz,Hosteleria,Catering y colectividades,Eventos y banquetes,1,0,0.0,54.0,1.0,1.0,False,low,82
district,14.0,Moratalaz,Servicios,Servicios profesionales,Fotografia,1,0,0.0,135.0,1.0,1.0,False,low,83
district,14.0,Moratalaz,Alimentacion,Especialistas alimentacion,Golosinas,1,1,1.0,26.0,1.0,1.0,False,low,84
district,14.0,Moratalaz,Hosteleria,Bar y cafeteria,Heladeria y salon de te,1,0,0.0,135.0,1.0,1.0,False,low,85
district,14.0,Moratalaz,Hosteleria,Restauracion,Hosteleria especializada,1,0,0.0,135.0,1.0,1.0,False,low,86
district,14.0,Moratalaz,Retail especializado,Hogar y decoracion,Menaje del hogar,1,0,0.0,135.0,1.0,1.0,False,low,87
district,14.0,Moratalaz,Salud y bienestar,Clinicas y consultas,Optometria,1,0,0.0,135.0,1.0,1.0,False,low,88
district,14.0,Moratalaz,Salud y bienestar,Clinicas y consultas,Parasanitario,1,0,0.0,135.0,1.0,1.0,False,low,89
district,14.0,Moratalaz,Servicios,Servicios profesionales,Publicidad y marketing,1,0,0.0,135.0,1.0,1.0,False,low,90
district,14.0,Moratalaz,Deporte y ocio,Ocio y entretenimiento,Salon recreativo,1,1,1.0,41.0,1.0,1.0,False,low,91
district,14.0,Moratalaz,Hosteleria,Bar y cafeteria,Taberna,1,0,0.0,135.0,1.0,1.0,False,low,92
district,14.0,Moratalaz,Retail especializado,Conveniencia,Tienda multiproducto,1,0,0.0,135.0,1.0,1.0,False,low,93
district,14.0,Moratalaz,Automocion,Venta y recambios,Venta de coches nuevos,1,0,0.0,135.0,1.0,1.0,False,low,94
district,14.0,Moratalaz,Belleza y cuidado personal,Peluqueria y estetica,Peluqueria,117,12,0.10256410256410256,135.0,1.0,0.9914529914529915,True,medium,95
district,14.0,Moratalaz,Alimentacion,Supermercado y conveniencia,Tienda de alimentacion,52,5,0.09615384615384616,135.0,1.0,0.9807692307692307,False,low,96
district,14.0,Moratalaz,Hosteleria,Bar y cafeteria,Bar con cocina,91,5,0.054945054945054944,135.0,1.0,0.9780219780219781,False,low,97
district,14.0,Moratalaz,Retail especializado,Moda y complementos,Moda,35,10,0.2857142857142857,135.0,1.0,0.9714285714285714,False,low,98
district,14.0,Moratalaz,Hosteleria,Bar y cafeteria,Bar especial,26,3,0.11538461538461539,135.0,1.0,0.9615384615384616,False,low,99
district,14.0,Moratalaz,Hosteleria,Bar y cafeteria,Bar sin cocina,48,4,0.08333333333333333,135.0,0.9791666666666666,0.9583333333333333,False,low,100
district,14.0,Moratalaz,Salud y bienestar,Clinicas y consultas,Fisioterapia,23,3,0.13043478260869565,135.0,0.9565217391304348,0.9565217391304348,False,low,101
district,14.0,Moratalaz,Servicios,Logistica y movilidad,Logistica y movilidad,21,4,0.19047619047619047,135.0,0.9523809523809523,0.9523809523809523,False,low,102
district,14.0,Moratalaz,Retail especializado,Conveniencia,Bazar y precio unico,19,4,0.21052631578947367,135.0,1.0,0.9473684210526316,False,low,103
district,14.0,Moratalaz,Alimentacion,Supermercado y conveniencia,Supermercado,19,3,0.15789473684210525,135.0,1.0,0.9473684210526316,False,low,104
district,14.0,Moratalaz,Finanzas,Finanzas y seguros,Banco y caja,47,20,0.425531914893617,135.0,0.9574468085106382,0.9361702127659574,False,low,105
district,14.0,Moratalaz,Retail especializado,Otros comercios,Otros comercios,15,3,0.2,135.0,0.9333333333333333,0.9333333333333333,False,low,106
district,14.0,Moratalaz,Retail especializado,Electronica y telecom,Telefonia,12,2,0.16666666666666666,135.0,0.9166666666666666,0.9166666666666666,False,low,107
district,14.0,Moratalaz,Retail especializado,Hogar y decoracion,Textil hogar,10,2,0.2,135.0,0.9,0.9,False,low,108
district,14.0,Moratalaz,Retail especializado,Moda y complementos,Calzado,17,8,0.47058823529411764,135.0,1.0,0.8823529411764706,False,low,109
district,14.0,Moratalaz,Retail especializado,Hogar y reformas,Bricolaje,5,3,0.6,83.0,0.8,0.8,False,low,110
district,14.0,Moratalaz,Belleza y cuidado personal,Cosmetica y perfumeria,Perfumeria y cosmetica,5,1,0.2,135.0,0.8,0.8,False,low,111
district,14.0,Moratalaz,Servicios,Servicios al consumidor,Locutorio,14,5,0.35714285714285715,135.0,1.0,0.7857142857142857,False,low,112
district,14.0,Moratalaz,Alimentacion,Especialistas alimentacion,Frutos secos y encurtidos,4,2,0.5,101.5,0.75,0.75,False,low,113
district,14.0,Moratalaz,Salud y bienestar,Clinicas y consultas,Veterinaria,6,4,0.6666666666666666,63.5,0.8333333333333334,0.6666666666666667,False,low,114
district,14.0,Moratalaz,Alimentacion,Especialistas alimentacion,Lacteos y bebidas,3,1,0.3333333333333333,135.0,0.6666666666666667,0.6666666666666667,False,low,115
district,14.0,Moratalaz,Hosteleria,Bar y cafeteria,Bar especial con actuaciones,1,1,1.0,14.0,1.0,0.0,False,low,116
district,14.0,Moratalaz,Alimentacion,Especialistas alimentacion,Bodega,1,1,1.0,14.0,1.0,0.0,False,low,117
district,14.0,Moratalaz,Hosteleria,Ocio nocturno,Cafe espectaculo,1,1,1.0,16.0,1.0,0.0,False,low,118
district,15.0,Ciudad Lineal,Automocion,Taller y reparacion,Taller mecanica,141,2,0.014184397163120567,135.0,1.0,1.0,False,low,1
district,15.0,Ciudad Lineal,Alimentacion,Supermercado y conveniencia,Tienda de alimentacion,138,11,0.07971014492753623,135.0,1.0,1.0,False,low,2
district,15.0,Ciudad Lineal,Salud y bienestar,Salud retail,Farmacia,130,6,0.046153846153846156,135.0,1.0,1.0,False,low,3
district,15.0,Ciudad Lineal,Hosteleria,Bar y cafeteria,Bar sin cocina,79,1,0.012658227848101266,135.0,1.0,1.0,False,low,4
district,15.0,Ciudad Lineal,Retail especializado,Conveniencia,Bazar y precio unico,71,11,0.15492957746478872,135.0,1.0,1.0,False,low,5
district,15.0,Ciudad Lineal,Servicios,Servicios personales,Reparacion especializada,66,3,0.045454545454545456,135.0,1.0,1.0,False,low,6
district,15.0,Ciudad Lineal,Alimentacion,Alimentacion fresca,Carniceria,59,1,0.01694915254237288,135.0,1.0,1.0,False,low,7
district,15.0,Ciudad Lineal,Alimentacion,Alimentacion fresca,Pescaderia,54,1,0.018518518518518517,135.0,1.0,1.0,False,low,8
district,15.0,Ciudad Lineal,Educacion,Formacion,Educacion y formacion,50,2,0.04,135.0,1.0,1.0,False,low,9
district,15.0,Ciudad Lineal,Alimentacion,Panaderia y pasteleria,Panaderia,49,4,0.08163265306122448,135.0,1.0,1.0,False,low,10
district,15.0,Ciudad Lineal,Servicios,Servicios personales,Arreglo de ropa,45,6,0.13333333333333333,135.0,1.0,1.0,False,low,11
district,15.0,Ciudad Lineal,Servicios,Servicios personales,Lavanderia y tintoreria,44,11,0.25,135.0,1.0,1.0,False,low,12
district,15.0,Ciudad Lineal,Belleza y cuidado personal,Cosmetica y perfumeria,Perfumeria y cosmetica,42,5,0.11904761904761904,135.0,1.0,1.0,False,low,13
district,15.0,Ciudad Lineal,Retail especializado,Hogar y regalos,Floristeria,38,4,0.10526315789473684,135.0,1.0,1.0,False,low,14
district,15.0,Ciudad Lineal,Automocion,Venta y recambios,Recambios automovil,37,2,0.05405405405405406,135.0,1.0,1.0,False,low,15
district,15.0,Ciudad Lineal,Salud y bienestar,Salud retail,Optica,36,1,0.027777777777777776,135.0,1.0,1.0,False,low,16
district,15.0,Ciudad Lineal,Servicios,Servicios profesionales,Arquitectura e ingenieria,35,4,0.11428571428571428,135.0,1.0,1.0,False,low,17
district,15.0,Ciudad Lineal,Retail especializado,Hogar y reformas,Puertas y ventanas,35,3,0.08571428571428572,135.0,1.0,1.0,False,low,18
district,15.0,Ciudad Lineal,Servicios,Servicios profesionales,Servicios profesionales,34,4,0.11764705882352941,135.0,1.0,1.0,False,low,19
district,15.0,Ciudad Lineal,Automocion,Taller y reparacion,Taller chapa y pintura,34,3,0.08823529411764706,135.0,1.0,1.0,False,low,20
district,15.0,Ciudad Lineal,Educacion,Formacion,Autoescuela,32,1,0.03125,135.0,1.0,1.0,False,low,21
district,15.0,Ciudad Lineal,Retail especializado,Conveniencia,Estanco,32,1,0.03125,135.0,1.0,1.0,False,low,22
district,15.0,Ciudad Lineal,Retail especializado,Hogar y decoracion,Textil hogar,32,2,0.0625,135.0,1.0,1.0,False,low,23
district,15.0,Ciudad Lineal,Retail especializado,Hogar y reformas,Material electrico,29,3,0.10344827586206896,135.0,1.0,1.0,False,low,24
district,15.0,Ciudad Lineal,Alimentacion,Alimentacion fresca,Charcuteria,28,2,0.07142857142857142,135.0,1.0,1.0,False,low,25
district,15.0,Ciudad Lineal,Servicios,Servicios personales,Reparacion de calzado,27,1,0.037037037037037035,135.0,1.0,1.0,False,low,26
district,15.0,Ciudad Lineal,Educacion,Educacion infantil,Escuela infantil,26,0,0.0,135.0,1.0,1.0,False,low,27
district,15.0,Ciudad Lineal,Servicios,Servicios profesionales,Publicidad y marketing,25,7,0.28,135.0,1.0,1.0,False,low,28
district,15.0,Ciudad Lineal,Salud y bienestar,Salud retail,Salud retail,24,4,0.16666666666666666,135.0,1.0,1.0,False,low,29
district,15.0,Ciudad Lineal,Salud y bienestar,Clinicas y consultas,Clinica medica,22,2,0.09090909090909091,135.0,1.0,1.0,False,low,30
district,15.0,Ciudad Lineal,Retail especializado,Hogar y reformas,Saneamientos,22,4,0.18181818181818182,135.0,1.0,1.0,False,low,31
district,15.0,Ciudad Lineal,Automocion,Taller y reparacion,Taller automovil,21,0,0.0,135.0,1.0,1.0,False,low,32
district,15.0,Ciudad Lineal,Retail especializado,Hogar y reformas,Materiales de construccion,20,2,0.1,135.0,1.0,1.0,False,low,33
district,15.0,Ciudad Lineal,Alimentacion,Panaderia y pasteleria,Pasteleria y reposteria,20,0,0.0,135.0,1.0,1.0,False,low,34
district,15.0,Ciudad Lineal,Finanzas,Finanzas y seguros,Seguros,20,11,0.55,121.0,1.0,1.0,False,low,35
district,15.0,Ciudad Lineal,Salud y bienestar,Clinicas y consultas,Veterinaria,20,3,0.15,135.0,1.0,1.0,False,low,36
district,15.0,Ciudad Lineal,Servicios,Servicios profesionales,Tecnologia y software,19,3,0.15789473684210525,135.0,1.0,1.0,False,low,37
district,15.0,Ciudad Lineal,Retail especializado,Electronica y telecom,Electrodomesticos,16,4,0.25,135.0,1.0,1.0,False,low,38
district,15.0,Ciudad Lineal,Alimentacion,Comida preparada,Comida preparada,15,4,0.26666666666666666,135.0,1.0,1.0,False,low,39
district,15.0,Ciudad Lineal,Alimentacion,Alimentacion fresca,Carniceria y charcuteria,13,0,0.0,135.0,1.0,1.0,False,low,40
district,15.0,Ciudad Lineal,Automocion,Taller y reparacion,Accesorios automovil,12,0,0.0,135.0,1.0,1.0,False,low,41
district,15.0,Ciudad Lineal,Retail especializado,Hogar y decoracion,Colchoneria,12,1,0.08333333333333333,135.0,1.0,1.0,False,low,42
district,15.0,Ciudad Lineal,Automocion,Venta y recambios,Motos y reparacion,12,0,0.0,135.0,1.0,1.0,False,low,43
district,15.0,Ciudad Lineal,Deporte y ocio,Fitness y deporte,Club deportivo,11,1,0.09090909090909091,135.0,1.0,1.0,False,low,44
district,15.0,Ciudad Lineal,Finanzas,Finanzas y seguros,Servicios auxiliares seguros,11,1,0.09090909090909091,135.0,1.0,1.0,False,low,45
district,15.0,Ciudad Lineal,Retail especializado,Hogar y reformas,Bricolaje,10,2,0.2,135.0,1.0,1.0,False,low,46
district,15.0,Ciudad Lineal,Alimentacion,Especialistas alimentacion,Congelados,9,0,0.0,135.0,1.0,1.0,False,low,47
district,15.0,Ciudad Lineal,Servicios,Servicios profesionales,Despacho juridico,9,1,0.1111111111111111,135.0,1.0,1.0,False,low,48
district,15.0,Ciudad Lineal,Servicios,Servicios profesionales,Fotografia,9,2,0.2222222222222222,135.0,1.0,1.0,False,low,49
district,15.0,Ciudad Lineal,Retail especializado,Conveniencia,Tienda multiproducto,8,1,0.125,135.0,1.0,1.0,False,low,50
district,15.0,Ciudad Lineal,Alimentacion,Especialistas alimentacion,Cafe e infusiones,7,0,0.0,135.0,1.0,1.0,False,low,51
district,15.0,Ciudad Lineal,Belleza y cuidado personal,Peluqueria y estetica,Instituto de belleza,7,1,0.14285714285714285,135.0,1.0,1.0,False,low,52
district,15.0,Ciudad Lineal,Retail especializado,Cultura y ocio,Jugueteria,7,2,0.2857142857142857,135.0,1.0,1.0,False,low,53
district,15.0,Ciudad Lineal,Servicios,Servicios profesionales,Telecomunicaciones,7,1,0.14285714285714285,135.0,1.0,1.0,False,low,54
district,15.0,Ciudad Lineal,Alimentacion,Alimentacion fresca,Casqueria,6,0,0.0,135.0,1.0,1.0,False,low,55
district,15.0,Ciudad Lineal,Automocion,Venta y recambios,Venta de coches usados,6,0,0.0,135.0,1.0,1.0,False,low,56
district,15.0,Ciudad Lineal,Hosteleria,Ocio nocturno,Discoteca,5,1,0.2,135.0,1.0,1.0,False,low,57
district,15.0,Ciudad Lineal,Alimentacion,Especialistas alimentacion,Lacteos y bebidas,5,0,0.0,135.0,1.0,1.0,False,low,58
district,15.0,Ciudad Lineal,Salud y bienestar,Clinicas y consultas,Podologia,5,0,0.0,135.0,1.0,1.0,False,low,59
district,15.0,Ciudad Lineal,Hosteleria,Bar y cafeteria,Bar especial con actuaciones,4,0,0.0,135.0,1.0,1.0,False,low,60
district,15.0,Ciudad Lineal,Deporte y ocio,Ocio y entretenimiento,Celebraciones infantiles,4,1,0.25,135.0,1.0,1.0,False,low,61
district,15.0,Ciudad Lineal,Hosteleria,Bar y cafeteria,Churreria,4,0,0.0,135.0,1.0,1.0,False,low,62
district,15.0,Ciudad Lineal,Deporte y ocio,Fitness y deporte,Instalacion deportiva,4,0,0.0,135.0,1.0,1.0,False,low,63
district,15.0,Ciudad Lineal,Hosteleria,Bar y cafeteria,Taberna,4,0,0.0,135.0,1.0,1.0,False,low,64
district,15.0,Ciudad Lineal,Servicios,Servicios profesionales,Consultoria empresarial,3,0,0.0,135.0,1.0,1.0,False,low,65
district,15.0,Ciudad Lineal,Finanzas,Finanzas y seguros,Finanzas y seguros,3,0,0.0,135.0,1.0,1.0,False,low,66
district,15.0,Ciudad Lineal,Salud y bienestar,Clinicas y consultas,Parasanitario,3,1,0.3333333333333333,131.0,1.0,1.0,False,low,67
district,15.0,Ciudad Lineal,Belleza y cuidado personal,Servicios personales,Tattoo y piercing,3,1,0.3333333333333333,135.0,1.0,1.0,False,low,68
district,15.0,Ciudad Lineal,Automocion,Venta y recambios,Venta de coches nuevos,3,0,0.0,135.0,1.0,1.0,False,low,69
district,15.0,Ciudad Lineal,Hosteleria,Bar y cafeteria,Bodega con consumo,2,0,0.0,135.0,1.0,1.0,False,low,70
district,15.0,Ciudad Lineal,Educacion,Formacion,Formacion no reglada,2,0,0.0,90.5,1.0,1.0,False,low,71
district,15.0,Ciudad Lineal,Automocion,Servicios automocion,Gasolinera,2,1,0.5,94.5,1.0,1.0,False,low,72
district,15.0,Ciudad Lineal,Alimentacion,Especialistas alimentacion,Golosinas,2,0,0.0,135.0,1.0,1.0,False,low,73
district,15.0,Ciudad Lineal,Alimentacion,Supermercado y conveniencia,Gran superficie alimentacion,2,0,0.0,135.0,1.0,1.0,False,low,74
district,15.0,Ciudad Lineal,Hosteleria,Restauracion,Hosteleria especializada,2,0,0.0,89.0,1.0,1.0,False,low,75
district,15.0,Ciudad Lineal,Retail especializado,Hogar y decoracion,Iluminacion,2,0,0.0,135.0,1.0,1.0,False,low,76
district,15.0,Ciudad Lineal,Automocion,Venta y recambios,Venta de motos,2,0,0.0,135.0,1.0,1.0,False,low,77
district,15.0,Ciudad Lineal,Alojamiento,Alojamiento turistico,Alojamiento turistico,1,0,0.0,135.0,1.0,1.0,False,low,78
district,15.0,Ciudad Lineal,Hosteleria,Ocio nocturno,Cafe espectaculo,1,1,1.0,55.0,1.0,1.0,False,low,79
district,15.0,Ciudad Lineal,Hosteleria,Catering y colectividades,Eventos y banquetes,1,0,0.0,135.0,1.0,1.0,False,low,80
district,15.0,Ciudad Lineal,Retail especializado,Moda y complementos,Moda y complementos,1,1,1.0,60.0,1.0,1.0,False,low,81
district,15.0,Ciudad Lineal,Hosteleria,Bar y cafeteria,Bar con cocina,359,15,0.04178272980501393,135.0,1.0,0.9972144846796658,True,medium,82
district,15.0,Ciudad Lineal,Alimentacion,Supermercado y conveniencia,Supermercado,92,8,0.08695652173913043,135.0,0.9891304347826086,0.9891304347826086,False,low,83
district,15.0,Ciudad Lineal,Hosteleria,Bar y cafeteria,Bar restaurante,173,8,0.046242774566473986,135.0,0.9942196531791907,0.9884393063583814,False,low,84
district,15.0,Ciudad Lineal,Hosteleria,Bar y cafeteria,Bar especial,75,8,0.10666666666666667,135.0,0.9866666666666667,0.9866666666666667,False,low,85
district,15.0,Ciudad Lineal,Salud y bienestar,Clinicas y consultas,Clinica dental,70,5,0.07142857142857142,135.0,1.0,0.9857142857142858,False,low,86
district,15.0,Ciudad Lineal,Alimentacion,Alimentacion fresca,Fruteria,131,13,0.09923664122137404,135.0,0.9847328244274809,0.9847328244274809,True,medium,87
district,15.0,Ciudad Lineal,Retail especializado,Moda y complementos,Calzado,64,10,0.15625,135.0,1.0,0.984375,False,low,88
district,15.0,Ciudad Lineal,Retail especializado,Moda y complementos,Joyeria y relojeria,59,8,0.13559322033898305,135.0,0.9830508474576272,0.9830508474576272,False,low,89
district,15.0,Ciudad Lineal,Deporte y ocio,Ocio y entretenimiento,Ocio y entretenimiento,48,5,0.10416666666666667,135.0,1.0,0.9791666666666666,False,low,90
district,15.0,Ciudad Lineal,Deporte y ocio,Fitness y deporte,Gimnasio,45,8,0.17777777777777778,135.0,1.0,0.9777777777777777,False,low,91
district,15.0,Ciudad Lineal,Salud y bienestar,Salud retail,Herbolario,44,7,0.1590909090909091,135.0,1.0,0.9772727272727273,False,low,92
