zone_level,zone_code,zone_name,web_supercategory,web_category,display_label,n_locales,n_events,event_rate,duration_median_months,survival_12m,survival_24m,supported_for_stats,confidence_tier,rank_within_zone_24m
district,4.0,Salamanca,Deporte y ocio,Ocio y entretenimiento,Ocio y entretenimiento,42,4,0.09523809523809523,135.0,1.0,0.9761904761904762,False,low,81
district,4.0,Salamanca,Retail especializado,Moda y complementos,Moda,746,105,0.14075067024128687,135.0,0.9865951742627346,0.9745308310991957,True,high,82
district,4.0,Salamanca,Alimentacion,Alimentacion fresca,Pescaderia,39,3,0.07692307692307693,135.0,0.9743589743589743,0.9743589743589743,False,low,83
district,4.0,Salamanca,Salud y bienestar,Clinicas y consultas,Clinicas y consultas,36,10,0.2777777777777778,135.0,1.0,0.9722222222222222,False,low,84
district,4.0,Salamanca,Alojamiento,Alojamiento turistico,Hotel,35,4,0.11428571428571428,135.0,1.0,0.9714285714285714,False,low,85
district,4.0,Salamanca,Retail especializado,Hogar y reformas,Ferreteria,34,5,0.14705882352941177,135.0,1.0,0.9705882352941176,False,low,86
district,4.0,Salamanca,Hosteleria,Bar y cafeteria,Bar especial,33,5,0.15151515151515152,135.0,0.9696969696969697,0.9696969696969697,False,low,87
district,4.0,Salamanca,Alimentacion,Panaderia y pasteleria,Panaderia,32,3,0.09375,135.0,1.0,0.96875,False,low,88
district,4.0,Salamanca,Hosteleria,Bar y cafeteria,Bar con cocina,94,9,0.09574468085106383,135.0,0.9893617021276596,0.9680851063829787,False,low,89
district,4.0,Salamanca,Belleza y cuidado personal,Peluqueria y estetica,Instituto de belleza,31,7,0.22580645161290322,135.0,1.0,0.967741935483871,False,low,90
district,4.0,Salamanca,Servicios,Logistica y movilidad,Logistica y movilidad,120,10,0.08333333333333333,135.0,0.9666666666666668,0.9666666666666668,False,low,91
district,4.0,Salamanca,Salud y bienestar,Clinicas y consultas,Clinica medica,30,5,0.16666666666666666,135.0,1.0,0.9666666666666667,False,low,92
district,4.0,Salamanca,Retail especializado,Moda y complementos,Joyeria y relojeria,178,21,0.11797752808988764,135.0,0.9831460674157303,0.9662921348314607,True,high,93
district,4.0,Salamanca,Alimentacion,Comida preparada,Comida preparada,29,4,0.13793103448275862,69.0,0.9655172413793104,0.9655172413793104,False,low,94
district,4.0,Salamanca,Retail especializado,Moda y complementos,Calzado,181,22,0.12154696132596685,135.0,0.9723756906077349,0.9613259668508287,True,high,95
district,4.0,Salamanca,Alimentacion,Supermercado y conveniencia,Supermercado,100,20,0.2,135.0,1.0,0.96,True,medium,96
district,4.0,Salamanca,Retail especializado,Electronica y telecom,Informatica,23,1,0.043478260869565216,135.0,0.9565217391304348,0.9565217391304348,False,low,97
district,4.0,Salamanca,Salud y bienestar,Salud retail,Optica,44,8,0.18181818181818182,135.0,0.9772727272727273,0.9545454545454545,False,low,98
district,4.0,Salamanca,Belleza y cuidado personal,Peluqueria y estetica,Peluqueria,256,53,0.20703125,135.0,0.98046875,0.953125,True,high,99
district,4.0,Salamanca,Deporte y ocio,Fitness y deporte,Gimnasio,20,4,0.2,135.0,0.95,0.95,False,low,100
district,4.0,Salamanca,Retail especializado,Hogar y decoracion,Menaje del hogar,20,3,0.15,135.0,0.95,0.95,False,low,101
district,4.0,Salamanca,Retail especializado,Cultura y ocio,Papeleria y prensa,39,9,0.23076923076923078,135.0,1.0,0.9487179487179487,False,low,102
district,4.0,Salamanca,Servicios,Servicios profesionales,Asesoria y contabilidad,19,8,0.42105263157894735,135.0,0.9473684210526316,0.9473684210526316,False,low,103
district,4.0,Salamanca,Retail especializado,Electronica y telecom,Telefonia,37,10,0.2702702702702703,135.0,0.972972972972973,0.9459459459459459,False,low,104
district,4.0,Salamanca,Hosteleria,Bar y cafeteria,Bar sin cocina,55,7,0.12727272727272726,135.0,0.9636363636363636,0.9454545454545454,False,low,105
district,4.0,Salamanca,Salud y bienestar,Clinicas y consultas,Fisioterapia,32,4,0.125,135.0,1.0,0.9375,False,low,106
district,4.0,Salamanca,Retail especializado,Electronica y telecom,Electrodomesticos,16,7,0.4375,135.0,1.0,0.9375,False,low,107
district,4.0,Salamanca,Hosteleria,Restauracion,Comida rapida,16,3,0.1875,135.0,0.9375,0.9375,False,low,108
district,4.0,Salamanca,Salud y bienestar,Salud retail,Salud retail,46,5,0.10869565217391304,135.0,1.0,0.9347826086956522,False,low,109
district,4.0,Salamanca,Belleza y cuidado personal,Cosmetica y perfumeria,Perfumeria y cosmetica,60,17,0.2833333333333333,135.0,0.9666666666666667,0.9333333333333332,False,low,110
district,4.0,Salamanca,Alimentacion,Supermercado y conveniencia,Alimentacion envasada,29,8,0.27586206896551724,135.0,0.9655172413793104,0.9310344827586208,False,low,111
district,4.0,Salamanca,Servicios,Servicios profesionales,Oficina y administracion,86,29,0.3372093023255814,135.0,0.9767441860465117,0.9302325581395349,True,medium,112
district,4.0,Salamanca,Retail especializado,Conveniencia,Estanco,43,4,0.09302325581395349,135.0,0.9767441860465116,0.9302325581395348,False,low,113
district,4.0,Salamanca,Alimentacion,Panaderia y pasteleria,Pasteleria y reposteria,14,1,0.07142857142857142,135.0,1.0,0.9285714285714286,False,low,114
district,4.0,Salamanca,Servicios,Servicios profesionales,Servicios profesionales,69,24,0.34782608695652173,135.0,0.9710144927536233,0.9275362318840581,False,low,115
district,4.0,Salamanca,Servicios,Servicios personales,Lavanderia y tintoreria,39,10,0.2564102564102564,135.0,0.9230769230769231,0.9230769230769231,False,low,116
district,4.0,Salamanca,Finanzas,Finanzas y seguros,Banco y caja,272,112,0.4117647058823529,135.0,0.9816176470588236,0.922794117647059,True,high,117
district,4.0,Salamanca,Finanzas,Finanzas y seguros,Finanzas y seguros,10,2,0.2,94.0,1.0,0.9,False,low,118
district,4.0,Salamanca,Servicios,Servicios al consumidor,Locutorio,30,11,0.36666666666666664,135.0,0.9333333333333333,0.9,False,low,119
district,4.0,Salamanca,Retail especializado,Cultura y ocio,Deporte,19,5,0.2631578947368421,135.0,0.9473684210526316,0.8947368421052632,False,low,120
district,4.0,Salamanca,Alimentacion,Especialistas alimentacion,Cafe e infusiones,9,2,0.2222222222222222,135.0,0.8888888888888888,0.8888888888888888,False,low,121
district,4.0,Salamanca,Belleza y cuidado personal,Peluqueria y estetica,Centro de estetica,53,17,0.32075471698113206,135.0,0.9433962264150944,0.8867924528301887,False,low,122
district,4.0,Salamanca,Servicios,Servicios profesionales,Despacho juridico,17,4,0.23529411764705882,135.0,0.9411764705882353,0.8823529411764706,False,low,123
district,4.0,Salamanca,Finanzas,Finanzas y seguros,Seguros,16,2,0.125,135.0,0.9375,0.875,False,low,124
district,4.0,Salamanca,Servicios,Servicios profesionales,Inmobiliaria,31,14,0.45161290322580644,135.0,0.903225806451613,0.870967741935484,False,low,125
district,4.0,Salamanca,Hosteleria,Bar y cafeteria,Taberna,7,1,0.14285714285714285,135.0,1.0,0.8571428571428572,False,low,126
district,4.0,Salamanca,Retail especializado,Conveniencia,Tienda multiproducto,13,5,0.38461538461538464,135.0,1.0,0.8461538461538461,False,low,127
district,4.0,Salamanca,Alojamiento,Alojamiento turistico,Alojamiento turistico,6,1,0.16666666666666666,135.0,0.8333333333333334,0.8333333333333334,False,low,128
district,4.0,Salamanca,Servicios,Servicios profesionales,Telecomunicaciones,11,6,0.5454545454545454,121.0,1.0,0.8181818181818181,False,low,129
district,4.0,Salamanca,Belleza y cuidado personal,Servicios personales,Belleza y cuidado personal,11,4,0.36363636363636365,135.0,0.8181818181818181,0.7272727272727272,False,low,130
district,4.0,Salamanca,Deporte y ocio,Ocio y entretenimiento,Salon recreativo,7,5,0.7142857142857143,63.0,0.8571428571428572,0.7142857142857144,False,low,131
district,4.0,Salamanca,Salud y bienestar,Clinicas y consultas,Parasanitario,10,4,0.4,135.0,0.7999999999999999,0.7,False,low,132
district,4.0,Salamanca,Deporte y ocio,Ocio y entretenimiento,Celebraciones infantiles,3,2,0.6666666666666666,117.0,1.0,0.6666666666666667,False,low,133
district,4.0,Salamanca,Belleza y cuidado personal,Peluqueria y estetica,Fotodepilacion,3,1,0.3333333333333333,135.0,1.0,0.6666666666666667,False,low,134
district,4.0,Salamanca,Hosteleria,Catering y colectividades,Eventos y banquetes,2,1,0.5,66.5,1.0,0.5,False,low,135
district,5.0,Chamartín,Salud y bienestar,Salud retail,Farmacia,116,1,0.008620689655172414,135.0,1.0,1.0,False,low,1
district,5.0,Chamartín,Educacion,Formacion,Educacion y formacion,91,1,0.01098901098901099,135.0,1.0,1.0,False,low,2
district,5.0,Chamartín,Alimentacion,Supermercado y conveniencia,Supermercado,78,9,0.11538461538461539,135.0,1.0,1.0,False,low,3
district,5.0,Chamartín,Automocion,Taller y reparacion,Taller mecanica,70,1,0.014285714285714285,135.0,1.0,1.0,False,low,4
district,5.0,Chamartín,Hosteleria,Bar y cafeteria,Bar sin cocina,53,3,0.05660377358490566,135.0,1.0,1.0,False,low,5
district,5.0,Chamartín,Educacion,Educacion infantil,Escuela infantil,53,4,0.07547169811320754,135.0,1.0,1.0,False,low,6
district,5.0,Chamartín,Retail especializado,Moda y complementos,Joyeria y relojeria,53,7,0.1320754716981132,135.0,1.0,1.0,False,low,7
district,5.0,Chamartín,Salud y bienestar,Clinicas y consultas,Consulta medica,44,1,0.022727272727272728,135.0,1.0,1.0,False,low,8
district,5.0,Chamartín,Retail especializado,Conveniencia,Estanco,42,6,0.14285714285714285,135.0,1.0,1.0,False,low,9
district,5.0,Chamartín,Servicios,Servicios profesionales,Servicios profesionales,42,13,0.30952380952380953,135.0,1.0,1.0,False,low,10
district,5.0,Chamartín,Salud y bienestar,Salud retail,Optica,35,2,0.05714285714285714,135.0,1.0,1.0,False,low,11
district,5.0,Chamartín,Servicios,Servicios personales,Arreglo de ropa,34,0,0.0,135.0,1.0,1.0,False,low,12
district,5.0,Chamartín,Retail especializado,Conveniencia,Bazar y precio unico,34,6,0.17647058823529413,135.0,1.0,1.0,False,low,13
district,5.0,Chamartín,Salud y bienestar,Clinicas y consultas,Clinica dental,33,2,0.06060606060606061,135.0,1.0,1.0,False,low,14
district,5.0,Chamartín,Automocion,Venta y recambios,Venta de coches nuevos,31,2,0.06451612903225806,135.0,1.0,1.0,False,low,15
district,5.0,Chamartín,Servicios,Servicios personales,Reparacion especializada,30,0,0.0,135.0,1.0,1.0,False,low,16
district,5.0,Chamartín,Hosteleria,Restauracion,Comida rapida,28,1,0.03571428571428571,135.0,1.0,1.0,False,low,17
district,5.0,Chamartín,Deporte y ocio,Fitness y deporte,Gimnasio,26,2,0.07692307692307693,135.0,1.0,1.0,False,low,18
district,5.0,Chamartín,Belleza y cuidado personal,Cosmetica y perfumeria,Perfumeria y cosmetica,26,5,0.19230769230769232,135.0,1.0,1.0,False,low,19
district,5.0,Chamartín,Alimentacion,Alimentacion fresca,Pescaderia,26,1,0.038461538461538464,135.0,1.0,1.0,False,low,20
district,5.0,Chamartín,Salud y bienestar,Salud retail,Herbolario,22,3,0.13636363636363635,135.0,1.0,1.0,False,low,21
district,5.0,Chamartín,Alimentacion,Alimentacion fresca,Carniceria,20,1,0.05,135.0,1.0,1.0,False,low,22
district,5.0,Chamartín,Alimentacion,Alimentacion fresca,Charcuteria,19,0,0.0,135.0,1.0,1.0,False,low,23
district,5.0,Chamartín,Servicios,Servicios personales,Reparacion de calzado,19,1,0.05263157894736842,135.0,1.0,1.0,False,low,24
district,5.0,Chamartín,Educacion,Formacion,Autoescuela,17,1,0.058823529411764705,135.0,1.0,1.0,False,low,25
district,5.0,Chamartín,Retail especializado,Hogar y reformas,Material electrico,16,2,0.125,135.0,1.0,1.0,False,low,26
district,5.0,Chamartín,Automocion,Taller y reparacion,Taller automovil,16,2,0.125,135.0,1.0,1.0,False,low,27
district,5.0,Chamartín,Servicios,Servicios profesionales,Tecnologia y software,15,0,0.0,135.0,1.0,1.0,False,low,28
district,5.0,Chamartín,Alimentacion,Supermercado y conveniencia,Alimentacion envasada,14,7,0.5,133.0,1.0,1.0,False,low,29
district,5.0,Chamartín,Alimentacion,Alimentacion fresca,Aves y huevos,14,0,0.0,135.0,1.0,1.0,False,low,30
district,5.0,Chamartín,Retail especializado,Hogar y decoracion,Colchoneria,14,4,0.2857142857142857,135.0,1.0,1.0,False,low,31
district,5.0,Chamartín,Retail especializado,Electronica y telecom,Electronica,13,1,0.07692307692307693,135.0,1.0,1.0,False,low,32
district,5.0,Chamartín,Alimentacion,Especialistas alimentacion,Frutos secos y encurtidos,13,3,0.23076923076923078,135.0,1.0,1.0,False,low,33
district,5.0,Chamartín,Servicios,Servicios profesionales,Fotografia,12,1,0.08333333333333333,135.0,1.0,1.0,False,low,34
district,5.0,Chamartín,Automocion,Servicios automocion,Gasolinera,12,0,0.0,135.0,1.0,1.0,False,low,35
district,5.0,Chamartín,Belleza y cuidado personal,Peluqueria y estetica,Instituto de belleza,12,1,0.08333333333333333,135.0,1.0,1.0,False,low,36
district,5.0,Chamartín,Retail especializado,Hogar y decoracion,Menaje del hogar,12,3,0.25,135.0,1.0,1.0,False,low,37
district,5.0,Chamartín,Automocion,Taller y reparacion,Taller chapa y pintura,12,2,0.16666666666666666,135.0,1.0,1.0,False,low,38
district,5.0,Chamartín,Alimentacion,Alimentacion fresca,Carniceria y charcuteria,11,0,0.0,135.0,1.0,1.0,False,low,39
district,5.0,Chamartín,Servicios,Servicios profesionales,Consultoria empresarial,11,0,0.0,135.0,1.0,1.0,False,low,40
district,5.0,Chamartín,Alojamiento,Alojamiento turistico,Alojamiento turistico,10,1,0.1,135.0,1.0,1.0,False,low,41
district,5.0,Chamartín,Retail especializado,Cultura y ocio,Libreria,10,2,0.2,135.0,1.0,1.0,False,low,42
district,5.0,Chamartín,Retail especializado,Hogar y reformas,Puertas y ventanas,10,3,0.3,135.0,1.0,1.0,False,low,43
district,5.0,Chamartín,Salud y bienestar,Salud retail,Salud retail,10,2,0.2,135.0,1.0,1.0,False,low,44
district,5.0,Chamartín,Retail especializado,Electronica y telecom,Electrodomesticos,9,1,0.1111111111111111,135.0,1.0,1.0,False,low,45
district,5.0,Chamartín,Automocion,Venta y recambios,Motos y reparacion,9,0,0.0,135.0,1.0,1.0,False,low,46
district,5.0,Chamartín,Automocion,Venta y recambios,Recambios automovil,9,0,0.0,135.0,1.0,1.0,False,low,47
district,5.0,Chamartín,Automocion,Venta y recambios,Venta de motos,9,0,0.0,135.0,1.0,1.0,False,low,48
district,5.0,Chamartín,Automocion,Venta y recambios,Venta de coches usados,8,0,0.0,135.0,1.0,1.0,False,low,49
district,5.0,Chamartín,Salud y bienestar,Clinicas y consultas,Optometria,7,0,0.0,135.0,1.0,1.0,False,low,50
district,5.0,Chamartín,Salud y bienestar,Clinicas y consultas,Veterinaria,7,1,0.14285714285714285,135.0,1.0,1.0,False,low,51
district,5.0,Chamartín,Alimentacion,Especialistas alimentacion,Congelados,6,1,0.16666666666666666,135.0,1.0,1.0,False,low,52
district,5.0,Chamartín,Hosteleria,Bar y cafeteria,Heladeria y salon de te,6,1,0.16666666666666666,135.0,1.0,1.0,False,low,53
district,5.0,Chamartín,Hosteleria,Bar y cafeteria,Bar especial con actuaciones,5,0,0.0,135.0,1.0,1.0,False,low,54
district,5.0,Chamartín,Hosteleria,Ocio nocturno,Cafe espectaculo,5,1,0.2,135.0,1.0,1.0,False,low,55
district,5.0,Chamartín,Retail especializado,Hogar y decoracion,Hogar y menaje,5,1,0.2,135.0,1.0,1.0,False,low,56
district,5.0,Chamartín,Hosteleria,Bar y cafeteria,Bodega con consumo,4,0,0.0,135.0,1.0,1.0,False,low,57
district,5.0,Chamartín,Educacion,Educacion infantil,Centro de cuidado infantil,4,0,0.0,135.0,1.0,1.0,False,low,58
district,5.0,Chamartín,Hosteleria,Bar y cafeteria,Churreria,4,0,0.0,135.0,1.0,1.0,False,low,59
district,5.0,Chamartín,Hosteleria,Catering y colectividades,Eventos y banquetes,4,2,0.5,126.0,1.0,1.0,False,low,60
district,5.0,Chamartín,Alimentacion,Especialistas alimentacion,Lacteos y bebidas,4,0,0.0,135.0,1.0,1.0,False,low,61
district,5.0,Chamartín,Retail especializado,Hogar y reformas,Saneamientos,4,0,0.0,135.0,1.0,1.0,False,low,62
district,5.0,Chamartín,Hosteleria,Bar y cafeteria,Taberna,4,0,0.0,135.0,1.0,1.0,False,low,63
district,5.0,Chamartín,Servicios,Servicios profesionales,Telecomunicaciones,4,0,0.0,135.0,1.0,1.0,False,low,64
district,5.0,Chamartín,Retail especializado,Cultura y ocio,Bicicletas,3,2,0.6666666666666666,130.0,1.0,1.0,False,low,65
district,5.0,Chamartín,Salud y bienestar,Clinicas y consultas,Parasanitario,3,0,0.0,135.0,1.0,1.0,False,low,66
district,5.0,Chamartín,Salud y bienestar,Clinicas y consultas,Podologia,3,0,0.0,135.0,1.0,1.0,False,low,67
district,5.0,Chamartín,Deporte y ocio,Ocio y entretenimiento,Salon recreativo,3,2,0.6666666666666666,65.0,1.0,1.0,False,low,68
district,5.0,Chamartín,Educacion,Formacion,Formacion no reglada,2,0,0.0,94.5,1.0,1.0,False,low,69
district,5.0,Chamartín,Alimentacion,Especialistas alimentacion,Golosinas,2,1,0.5,119.5,1.0,1.0,False,low,70
district,5.0,Chamartín,Alimentacion,Supermercado y conveniencia,Gran superficie alimentacion,2,0,0.0,135.0,1.0,1.0,False,low,71
district,5.0,Chamartín,Retail especializado,Hogar y reformas,Materiales de construccion,2,0,0.0,135.0,1.0,1.0,False,low,72
district,5.0,Chamartín,Retail especializado,Conveniencia,Tienda multiproducto,2,0,0.0,96.5,1.0,1.0,False,low,73
district,5.0,Chamartín,Retail especializado,Hogar y reformas,Bricolaje,1,0,0.0,99.0,1.0,1.0,False,low,74
district,5.0,Chamartín,Belleza y cuidado personal,Peluqueria y estetica,Bronceado,1,1,1.0,80.0,1.0,1.0,False,low,75
district,5.0,Chamartín,Alimentacion,Alimentacion fresca,Casqueria,1,0,0.0,135.0,1.0,1.0,False,low,76
district,5.0,Chamartín,Hosteleria,Restauracion,Hosteleria especializada,1,0,0.0,135.0,1.0,1.0,False,low,77
district,5.0,Chamartín,Deporte y ocio,Fitness y deporte,Instalacion deportiva,1,0,0.0,85.0,1.0,1.0,False,low,78
district,5.0,Chamartín,Belleza y cuidado personal,Servicios personales,Tattoo y piercing,1,0,0.0,135.0,1.0,1.0,False,low,79
district,5.0,Chamartín,Alojamiento,Alojamiento turistico,Vivienda turistica,1,0,0.0,66.0,1.0,1.0,False,low,80
district,5.0,Chamartín,Servicios,Logistica y movilidad,Logistica y movilidad,134,23,0.17164179104477612,135.0,1.0,0.9925373134328358,True,medium,81
district,5.0,Chamartín,Hosteleria,Restauracion,Restaurante,167,7,0.041916167664670656,135.0,0.9940119760479041,0.9880239520958084,False,low,82
district,5.0,Chamartín,Hosteleria,Bar y cafeteria,Cafeteria,81,8,0.09876543209876543,135.0,0.9876543209876543,0.9876543209876543,False,low,83
district,5.0,Chamartín,Alimentacion,Supermercado y conveniencia,Tienda de alimentacion,66,7,0.10606060606060606,135.0,1.0,0.9848484848484849,False,low,84
district,5.0,Chamartín,Alimentacion,Alimentacion fresca,Fruteria,60,9,0.15,135.0,1.0,0.9833333333333333,False,low,85
district,5.0,Chamartín,Hosteleria,Bar y cafeteria,Bar con cocina,161,11,0.06832298136645963,135.0,0.9937888198757764,0.9813664596273292,False,low,86
district,5.0,Chamartín,Hosteleria,Bar y cafeteria,Bar restaurante,211,15,0.07109004739336493,135.0,0.995260663507109,0.9810426540284359,True,medium,87
district,5.0,Chamartín,Salud y bienestar,Clinicas y consultas,Clinica medica,52,5,0.09615384615384616,135.0,0.9807692307692307,0.9807692307692307,False,low,88
district,5.0,Chamartín,Servicios,Servicios profesionales,Asesoria y contabilidad,44,9,0.20454545454545456,135.0,0.9772727272727273,0.9772727272727273,False,low,89
district,5.0,Chamartín,Retail especializado,Cultura y ocio,Papeleria y prensa,40,7,0.175,135.0,1.0,0.975,False,low,90
district,5.0,Chamartín,Hosteleria,Bar y cafeteria,Bar especial,75,12,0.16,135.0,0.9866666666666667,0.9733333333333334,False,low,91
district,5.0,Chamartín,Belleza y cuidado personal,Peluqueria y estetica,Peluqueria,207,36,0.17391304347826086,135.0,0.9855072463768115,0.9710144927536231,True,high,92
district,5.0,Chamartín,Servicios,Servicios personales,Lavanderia y tintoreria,33,5,0.15151515151515152,135.0,1.0,0.9696969696969697,False,low,93
district,5.0,Chamartín,Hosteleria,Catering y colectividades,Comedor colectivo,60,7,0.11666666666666667,109.0,1.0,0.9666666666666667,False,low,94
district,5.0,Chamartín,Servicios,Servicios profesionales,Inmobiliaria,29,6,0.20689655172413793,135.0,1.0,0.9655172413793104,False,low,95
district,5.0,Chamartín,Retail especializado,Hogar y decoracion,Textil hogar,26,4,0.15384615384615385,135.0,0.9615384615384616,0.9615384615384616,False,low,96
district,5.0,Chamartín,Servicios,Servicios profesionales,Arquitectura e ingenieria,47,10,0.2127659574468085,135.0,0.9787234042553191,0.9574468085106382,False,low,97
district,5.0,Chamartín,Deporte y ocio,Ocio y entretenimiento,Ocio y entretenimiento,45,6,0.13333333333333333,135.0,0.9777777777777777,0.9555555555555555,False,low,98
district,5.0,Chamartín,Alimentacion,Panaderia y pasteleria,Panaderia,22,4,0.18181818181818182,135.0,0.9545454545454546,0.9545454545454546,False,low,99
district,5.0,Chamartín,Retail especializado,Electronica y telecom,Informatica,21,3,0.14285714285714285,135.0,1.0,0.9523809523809523,False,low,100
district,5.0,Chamartín,Finanzas,Finanzas y seguros,Seguros,21,8,0.38095238095238093,135.0,1.0,0.9523809523809523,False,low,101
district,5.0,Chamartín,Retail especializado,Otros comercios,Otros comercios,77,21,0.2727272727272727,135.0,0.974025974025974,0.948051948051948,False,low,102
district,5.0,Chamartín,Retail especializado,Moda y complementos,Moda,245,51,0.20816326530612245,135.0,0.9673469387755103,0.9469387755102042,True,high,103
district,5.0,Chamartín,Retail especializado,Hogar y decoracion,Muebles de cocina,18,4,0.2222222222222222,135.0,1.0,0.9444444444444444,False,low,104
district,5.0,Chamartín,Alimentacion,Comida preparada,Comida preparada,36,6,0.16666666666666666,55.0,0.9722222222222222,0.9444444444444444,False,low,105
district,5.0,Chamartín,Retail especializado,Hogar y decoracion,Muebles,54,14,0.25925925925925924,135.0,0.962962962962963,0.9444444444444444,False,low,106
district,5.0,Chamartín,Retail especializado,Hogar y regalos,Floristeria,35,8,0.22857142857142856,135.0,1.0,0.9428571428571428,False,low,107
district,5.0,Chamartín,Retail especializado,Moda y complementos,Calzado,52,17,0.3269230769230769,135.0,0.9615384615384615,0.9423076923076922,False,low,108
district,5.0,Chamartín,Alojamiento,Alojamiento turistico,Hotel,17,4,0.23529411764705882,135.0,0.9411764705882353,0.9411764705882353,False,low,109
district,5.0,Chamartín,Alimentacion,Panaderia y pasteleria,Pasteleria y reposteria,17,2,0.11764705882352941,135.0,0.9411764705882353,0.9411764705882353,False,low,110
district,5.0,Chamartín,Salud y bienestar,Clinicas y consultas,Fisioterapia,32,6,0.1875,135.0,1.0,0.9375,False,low,111
district,5.0,Chamartín,Retail especializado,Electronica y telecom,Electronica y telecom,15,3,0.2,135.0,1.0,0.9333333333333333,False,low,112
district,5.0,Chamartín,Servicios,Servicios profesionales,Oficina y administracion,85,26,0.3058823529411765,135.0,0.9529411764705883,0.9294117647058824,True,medium,113
district,5.0,Chamartín,Finanzas,Finanzas y seguros,Banco y caja,235,82,0.34893617021276596,135.0,0.9702127659574468,0.9276595744680851,True,high,114
district,5.0,Chamartín,Belleza y cuidado personal,Peluqueria y estetica,Centro de estetica,59,18,0.3050847457627119,135.0,0.9322033898305084,0.9152542372881356,False,low,115
district,5.0,Chamartín,Retail especializado,Hogar y reformas,Ferreteria,23,3,0.13043478260869565,135.0,0.9565217391304348,0.9130434782608696,False,low,116
district,5.0,Chamartín,Servicios,Servicios profesionales,Publicidad y marketing,34,12,0.35294117647058826,135.0,0.9411764705882353,0.9117647058823529,False,low,117
district,5.0,Chamartín,Finanzas,Finanzas y seguros,Finanzas y seguros,11,4,0.36363636363636365,135.0,1.0,0.9090909090909091,False,low,118
district,5.0,Chamartín,Hosteleria,Ocio nocturno,Discoteca,10,2,0.2,135.0,1.0,0.9,False,low,119
district,5.0,Chamartín,Alimentacion,Especialistas alimentacion,Bodega,10,1,0.1,135.0,0.9,0.9,False,low,120
district,5.0,Chamartín,Retail especializado,Electronica y telecom,Telefonia,29,13,0.4482758620689655,135.0,0.9655172413793104,0.8965517241379312,False,low,121
district,5.0,Chamartín,Servicios,Servicios profesionales,Despacho juridico,18,4,0.2222222222222222,135.0,0.8888888888888888,0.8888888888888888,False,low,122
district,5.0,Chamartín,Alimentacion,Especialistas alimentacion,Cafe e infusiones,8,1,0.125,135.0,1.0,0.875,False,low,123
district,5.0,Chamartín,Retail especializado,Hogar y decoracion,Iluminacion,8,1,0.125,135.0,1.0,0.875,False,low,124
district,5.0,Chamartín,Finanzas,Finanzas y seguros,Servicios auxiliares seguros,7,3,0.42857142857142855,135.0,1.0,0.8571428571428572,False,low,125
district,5.0,Chamartín,Servicios,Servicios al consumidor,Locutorio,21,8,0.38095238095238093,135.0,0.9047619047619048,0.8571428571428572,False,low,126
district,5.0,Chamartín,Salud y bienestar,Clinicas y consultas,Clinicas y consultas,43,16,0.37209302325581395,135.0,0.9767441860465116,0.8372093023255813,False,low,127
district,5.0,Chamartín,Retail especializado,Cultura y ocio,Jugueteria,12,3,0.25,135.0,1.0,0.8333333333333334,False,low,128
district,5.0,Chamartín,Deporte y ocio,Ocio y entretenimiento,Celebraciones infantiles,6,2,0.3333333333333333,133.0,1.0,0.8333333333333334,False,low,129
district,5.0,Chamartín,Deporte y ocio,Fitness y deporte,Club deportivo,6,1,0.16666666666666666,135.0,0.8333333333333334,0.8333333333333334,False,low,130
district,5.0,Chamartín,Hosteleria,Bar y cafeteria,Heladeria,6,1,0.16666666666666666,135.0,0.8333333333333334,0.8333333333333334,False,low,131
district,5.0,Chamartín,Retail especializado,Cultura y ocio,Deporte,18,5,0.2777777777777778,135.0,0.9444444444444444,0.8333333333333333,False,low,132
district,5.0,Chamartín,Belleza y cuidado personal,Peluqueria y estetica,Fotodepilacion,4,3,0.75,42.5,1.0,0.75,False,low,133
district,5.0,Chamartín,Belleza y cuidado personal,Servicios personales,Belleza y cuidado personal,14,5,0.35714285714285715,135.0,0.7857142857142857,0.7142857142857143,False,low,134
district,6.0,Tetuán,Automocion,Taller y reparacion,Taller mecanica,110,1,0.00909090909090909,135.0,1.0,1.0,False,low,1
district,6.0,Tetuán,Hosteleria,Bar y cafeteria,Cafeteria,97,8,0.08247422680412371,135.0,1.0,1.0,False,low,2
district,6.0,Tetuán,Servicios,Servicios personales,Reparacion especializada,60,1,0.016666666666666666,135.0,1.0,1.0,False,low,3
district,6.0,Tetuán,Alimentacion,Alimentacion fresca,Pescaderia,50,6,0.12,135.0,1.0,1.0,False,low,4
district,6.0,Tetuán,Automocion,Taller y reparacion,Taller chapa y pintura,49,0,0.0,135.0,1.0,1.0,False,low,5
district,6.0,Tetuán,Retail especializado,Electronica y telecom,Telefonia,40,9,0.225,135.0,1.0,1.0,False,low,6
district,6.0,Tetuán,Retail especializado,Cultura y ocio,Papeleria y prensa,37,7,0.1891891891891892,135.0,1.0,1.0,False,low,7
district,6.0,Tetuán,Retail especializado,Hogar y reformas,Ferreteria,32,7,0.21875,135.0,1.0,1.0,False,low,8
district,6.0,Tetuán,Alimentacion,Alimentacion fresca,Aves y huevos,31,0,0.0,135.0,1.0,1.0,False,low,9
district,6.0,Tetuán,Alimentacion,Especialistas alimentacion,Frutos secos y encurtidos,30,7,0.23333333333333334,135.0,1.0,1.0,False,low,10
